customer_id,name,age,gender,city,country,signup_date,account_age_months,plan,subscription_status,subscription_start_date,subscription_end_date,monthly_bill,payment_method,auto_renew,login_frequency,monthly_active_days,sessions_per_month,avg_session_minutes,monthly_usage_hours,total_listening_hours,songs_played_monthly,songs_completed_monthly,songs_skipped_monthly,favorite_genre,favorite_artist,playlists_created,playlists_followed,liked_songs_count,albums_saved,artists_followed,searches_per_month,artists_viewed,albums_viewed,playlist_views,recommendation_clicks,discovery_sessions,songs_added_to_playlists,collaborative_playlists,public_playlists,playlist_shares,users_followed,followers_count,songs_shared,playlists_shared,social_interactions,podcast_episodes_played,podcast_listening_hours,podcasts_followed,audiobooks_started,audiobook_listening_hours,engagement_score,satisfaction_score,activity_score,loyalty_score,usage_change_pct,listening_change_pct,login_change_pct,complaint_count,open_complaints,avg_resolution_days,last_complaint_days_ago,support_tickets,payment_delay_days,payment_failures,late_payments,refund_requests,payment_issue_count,plan_changes,upgrades,downgrades,last_plan_change_days_ago,app_rating,favorite_feature,most_used_device,primary_device,device_count,mobile_usage_pct,desktop_usage_pct,tablet_usage_pct,last_login_days_ago,login_failures,account_warnings,user_segment,churn_risk,churn
C1054,Zara Kulkarni,51,Female,Jaipur,India,2024-06-04,28,Free,Active,2026-01-12,2026-02-11,0,None,No,21,12,24,21,8.4,176.4,177,161,16,Ambient Space,CyberPulse,4,12,54,4,13,17,7,8,25,14,8,48,1,2,2,13,15,2,2,17,0,0,0,0,0,41,3.9,39,54,9,10,9,1,0,4,28,2,0,0,0,0,0,1,0,0,107,4,Social,Web,Web,3,40,50,10,4,2,0,Free User,Low,0
C1055,Shreya Mehta,31,Female,Ahmedabad,India,2025-05-30,16,Free,Active,2026-03-28,2026-04-27,0,None,No,15,8,16,37,9.9,118.8,197,158,39,Synthwave,Kavita Sundaram,1,2,93,7,7,8,3,3,20,3,6,16,0,0,0,9,18,0,0,9,0,0,0,0,0,33,4.3,24,37,5,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,39,4,Audiobooks,Web,Web,3,40,50,10,2,0,0,Free User,Low,0
C1056,Arun Naik,18,Male,Jaipur,India,2024-08-03,26,Free,Active,2026-01-04,2026-02-03,0,None,No,17,6,22,24,8.8,171.6,170,140,30,Deep House,RetroWave Orchestra,4,6,95,8,12,11,7,5,22,8,8,32,1,2,2,12,10,1,2,15,0,0,0,0,0,36,4.5,26,50,-13,-12,-12,0,0,0,0,0,0,0,0,0,0,2,0,0,125,5,Podcasts,Web,Web,4,40,50,10,3,0,0,Free User,Low,0
C1057,Zayn Iyer,20,Male,Goa,India,2026-06-24,3,Free,Active,2026-08-05,2026-09-04,0,None,No,19,16,22,22,8.1,18.2,133,91,42,Chillstep,CyberPulse,4,5,37,3,17,9,3,3,23,5,8,64,1,2,2,18,28,1,2,21,0,0,0,0,0,40,4.3,39,23,25,22,24,0,0,0,0,1,0,0,0,0,0,2,0,0,68,4,Search,Tablet,Tablet,1,30,10,60,0,0,0,Free User,Low,0
C1058,Bhavna Rao,28,Female,Ahmedabad,India,2023-11-07,35,Free,Active,2025-12-12,2026-01-11,0,None,No,12,8,24,33,13.2,346.5,239,201,38,Electronic,Solaris Project,3,7,55,4,7,24,12,10,33,13,8,66,0,2,1,4,6,2,1,7,0,0,0,0,0,33,4.4,37,60,23,22,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,Search,Desktop,Desktop,2,25,65,10,4,0,0,Free User,Low,0
C1059,Nandini Kapoor,39,Female,Bengaluru,India,2024-11-01,23,Free,Active,2026-02-19,2026-03-21,0,None,No,13,13,14,36,8.4,144.9,230,206,24,Synthwave,Neon Mirage,4,9,94,8,14,28,12,9,17,11,5,32,1,2,2,5,4,2,2,9,0,0,0,0,0,32,4.5,40,45,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,57,5,Music Streaming,Tablet,Tablet,1,30,10,60,4,0,0,Free User,Low,0
C1060,Tariq Deshmukh,33,Male,Kolkata,India,2024-10-02,24,Free,Active,2026-01-12,2026-02-11,0,None,No,22,8,33,21,11.6,208.8,145,117,28,Lo-Fi Chill,Lunar Echoes,2,7,48,4,5,30,11,14,25,21,12,32,0,1,1,3,4,4,1,8,0,0,0,0,0,39,4.5,45,49,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,147,5,Playlists,Web,Web,4,40,50,10,3,3,0,Free User,Low,0
C1061,Divya Pillai,49,Female,Kochi,India,2026-02-24,7,Free,Active,2026-03-06,2026-04-05,0,None,No,20,9,14,31,7.2,37.8,209,174,35,Synthwave,The Midnight Walkers,2,2,41,3,11,31,11,10,17,24,5,38,0,1,1,13,23,4,1,18,0,0,0,0,0,42,4.5,36,28,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Music Streaming,Mobile,Mobile,4,70,20,10,3,0,0,Free User,Low,0
C1062,Zayn Patel,46,Male,Pune,India,2024-09-02,25,Free,Active,2026-08-19,2026-09-18,0,None,No,21,12,32,26,13.9,260.6,115,92,23,Electronic,Neon Mirage,4,11,110,9,5,19,11,8,19,9,11,64,1,2,2,5,9,1,2,8,0,0,0,0,0,38,4.2,44,50,20,19,17,1,0,5.4,26,1,0,0,0,0,0,1,0,0,153,4,Recommendations,Desktop,Desktop,1,25,65,10,0,2,0,Free User,Low,0
C1063,Divya Menon,18,Female,Indore,India,2024-02-05,32,Free,Active,2025-12-27,2026-01-26,0,None,No,20,8,19,36,11.4,273.6,199,176,23,Deep House,Aetheria,3,2,102,8,10,33,12,12,14,23,7,39,0,2,1,4,5,4,1,9,0,0,0,0,0,39,4.5,38,59,12,14,11,0,0,0,0,0,0,0,0,0,0,2,0,0,124,5,Social,Web,Web,2,40,50,10,0,2,0,Free User,Low,0
C1064,Pranav Patel,24,Male,Kochi,India,2024-05-05,29,Free,Active,2026-08-08,2026-09-07,0,None,No,16,16,30,20,10,217.5,197,162,35,Ambient Space,Velvet Dusk,1,14,73,6,7,30,17,10,32,23,11,19,0,0,0,9,9,4,0,13,0,0,0,0,0,36,4.4,54,54,16,15,15,0,0,0,0,0,0,0,0,0,0,1,0,0,167,4,Playlists,Web,Web,4,40,50,10,2,0,0,Free User,Low,0
C1065,Farhan Singhania,29,Male,Chandigarh,India,2024-10-02,24,Free,Active,2026-09-09,2026-10-09,0,None,No,15,12,35,22,12.8,230.4,139,117,22,Deep House,Aetheria,2,12,53,4,10,29,15,6,40,17,12,24,0,1,1,11,11,3,1,15,0,0,0,0,0,36,4.3,51,48,8,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,107,4,Playlists,Web,Web,1,40,50,10,2,0,0,Free User,Low,0
C1066,Neha Chatterjee,18,Female,Lucknow,India,2025-03-31,18,Premium,Active,2026-07-16,2026-08-15,119,Credit Card,Yes,23,19,39,40,43.6,588.6,115,99,16,Acoustic Folk,Kavita Sundaram,2,12,31,2,6,36,12,17,20,18,14,44,0,1,1,7,10,3,1,11,37,17.6,3,0,0,59,4.5,66,63,11,12,8,0,0,0,0,1,0,0,0,0,0,2,0,0,31,5,Social,Mobile,Mobile,3,70,20,10,0,0,0,Podcast Listener,Low,0
C1067,Neil Kapoor,24,Male,Bengaluru,India,2025-09-27,12,Premium,Active,2026-06-08,2026-07-08,119,Credit Card,Yes,16,23,28,57,51,459,83,69,14,Lo-Fi Chill,Solaris Project,1,10,42,3,7,19,8,6,29,15,10,22,0,0,0,3,1,3,0,6,20,24.4,8,0,0,52,4.3,57,53,8,9,6,0,0,0,0,0,0,0,0,0,0,2,0,0,88,4,Audiobooks,Mobile,Mobile,4,70,20,10,1,0,0,Podcast Listener,Low,0
C1068,Simran Reddy,18,Female,Hyderabad,India,2025-08-28,13,Free,Active,2026-02-20,2026-03-22,0,None,No,18,22,37,44,59.2,577.2,91,84,7,Pop Melodic,Lunar Echoes,2,14,60,5,10,31,15,8,41,23,13,18,0,1,1,8,10,4,1,13,32,32.1,3,0,0,63,4.5,66,43,13,12,11,0,0,0,0,1,0,0,0,0,0,1,0,0,30,5,Recommendations,Desktop,Desktop,1,25,65,10,2,1,0,Podcast Listener,Low,0
C1069,Ayesha Sharma,39,Female,Delhi NCR,India,2024-09-02,25,Student,Active,2026-01-22,2026-02-21,59,UPI,Yes,18,15,36,42,47.3,886.9,105,93,12,Chillstep,Lunar Echoes,1,11,62,5,12,26,14,9,32,15,13,8,0,0,0,9,5,3,0,12,39,22.1,8,0,0,56,4.4,54,71,12,10,9,0,0,0,0,0,0,0,0,0,0,2,0,0,47,4,Playlists,Tablet,Tablet,2,30,10,60,1,0,0,Podcast Listener,Low,0
C1070,Vikram Singhania,36,Male,Mumbai,India,2026-01-25,8,Premium,Active,2026-02-15,2026-03-17,119,UPI,Yes,23,15,27,35,46.9,281.4,132,118,14,Cyberpunk Bass,RetroWave Orchestra,4,9,62,5,11,24,11,6,36,18,9,56,1,2,2,12,19,3,2,17,36,31.1,3,0,0,64,4.3,48,52,24,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Podcasts,Mobile,Mobile,4,70,20,10,3,1,0,Podcast Listener,Low,0
C1071,Zara Kapoor,45,Female,Delhi NCR,India,2025-11-26,10,Premium,Active,2026-02-13,2026-03-15,119,Debit Card,Yes,20,20,52,59,66.5,498.8,54,34,20,Lo-Fi Chill,Kavita Sundaram,1,3,38,3,9,35,19,13,32,16,18,15,0,0,0,7,11,3,0,10,18,15.4,4,0,0,62,4.5,75,54,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,2,0,0,14,5,Playlists,Mobile,Mobile,2,70,20,10,4,1,0,Podcast Listener,Low,0
C1072,Farhan Sharma,30,Male,Indore,India,2026-02-24,7,Premium,Active,2025-12-23,2026-01-22,119,UPI,Yes,23,24,47,55,78.9,414.2,54,48,6,Indie Rock,Kavita Sundaram,3,10,24,2,10,22,8,6,45,18,16,39,0,2,1,8,13,3,1,12,46,35.8,5,0,0,66,4.3,70,52,19,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Search,Tablet,Tablet,2,30,10,60,0,0,0,Podcast Listener,Low,0
C1073,Yash Singhania,36,Male,Bengaluru,India,2023-10-08,36,Free,Active,2026-04-08,2026-05-08,0,None,No,26,22,48,42,46.2,1247.4,92,77,15,Synthwave,Solaris Project,3,8,54,4,10,15,8,7,33,9,17,36,0,2,1,6,4,1,1,8,20,12.6,6,0,0,61,4.2,65,71,22,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Recommendations,Tablet,Tablet,4,30,10,60,4,0,0,Podcast Listener,Low,0
C1074,Pooja Singhania,23,Female,Chandigarh,India,2026-07-24,2,Premium,Active,2026-09-13,2026-10-13,119,Debit Card,Yes,15,19,43,66,78.7,118.1,36,26,10,Synthwave,Solaris Project,1,3,38,3,4,29,14,10,44,14,15,22,0,0,0,3,3,2,0,5,0,0,0,4,31.4,54,4.5,65,41,-10,-12,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Podcasts,Mobile,Mobile,2,70,20,10,3,0,0,Audiobook Listener,Low,0
C1075,Tanvi Pillai,36,Female,Mumbai,India,2026-04-25,5,Premium,Active,2026-06-21,2026-07-21,119,Credit Card,Yes,22,14,24,43,33.2,124.5,81,72,9,Lo-Fi Chill,Velvet Dusk,1,12,47,4,8,18,11,6,30,11,8,13,0,0,0,8,8,2,0,10,0,0,0,2,16,50,4.3,42,44,6,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,49,4,Social,Desktop,Desktop,1,25,65,10,2,0,0,Audiobook Listener,Low,0
C1076,Dev Sharma,43,Male,Delhi NCR,India,2025-01-30,20,Free,Active,2026-03-24,2026-04-23,0,None,No,20,15,25,50,60.9,913.5,69,54,15,Deep House,Lunar Echoes,2,10,46,4,7,11,5,5,18,6,9,18,0,1,1,5,6,1,1,7,0,0,0,4,40.1,61,4.2,40,51,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,138,4,Playlists,Desktop,Desktop,2,25,65,10,5,0,0,Audiobook Listener,Low,0
C1077,Neha Venkatesh,47,Female,Delhi NCR,India,2025-07-29,14,Premium,Active,2026-01-18,2026-02-17,119,UPI,Yes,23,16,24,73,64.2,674.1,80,73,7,Pop Melodic,The Midnight Walkers,0,9,39,3,9,22,12,11,27,16,8,0,0,0,0,6,6,3,0,9,0,0,0,5,35,66,4.3,46,61,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,168,4,Playlists,Tablet,Tablet,4,30,10,60,1,2,0,Audiobook Listener,Low,0
C1078,Siddharth Singhania,40,Male,Bengaluru,India,2026-08-23,1,Free,Active,2026-01-23,2026-02-22,0,None,No,14,19,37,70,71,71,37,26,11,Acoustic Folk,Neon Mirage,1,8,20,2,8,18,6,8,20,14,13,20,0,0,0,4,6,2,0,6,0,0,0,4,27.8,53,4.3,56,25,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,2,0,0,102,4,Audiobooks,Desktop,Desktop,4,25,65,10,3,0,0,Audiobook Listener,Low,0
C1079,Neil Bose,31,Male,Hyderabad,India,2024-03-06,31,Premium,Active,2026-09-11,2026-10-11,119,UPI,Yes,21,18,40,59,61.4,1427.5,77,71,6,Ambient Space,Prism Horizon,0,8,22,2,4,23,9,9,52,15,14,0,0,0,0,3,3,3,0,6,0,0,0,6,22.1,62,4.4,59,80,13,13,14,0,0,0,0,1,0,0,0,0,0,1,0,0,72,4,Recommendations,Web,Web,2,40,50,10,4,0,0,Audiobook Listener,Low,0
C1080,Rohan Venkatesh,47,Male,Hyderabad,India,2024-10-02,24,Premium,Active,2026-02-10,2026-03-12,119,Credit Card,Yes,14,19,38,68,64.3,1157.4,86,75,11,Cyberpunk Bass,RetroWave Orchestra,0,12,35,3,6,16,9,5,33,8,13,0,0,0,0,7,7,1,0,8,0,0,0,3,21.2,56,4.3,56,70,20,22,17,0,0,0,0,0,0,0,0,0,0,1,0,0,86,4,Podcasts,Web,Web,4,40,50,10,4,2,0,Audiobook Listener,Low,0
C1081,Neil Verma,19,Male,Chandigarh,India,2024-03-06,31,Free,Active,2026-01-09,2026-02-08,0,None,No,5,5,21,44,15.4,358.1,208,175,33,Pop Melodic,Lunar Echoes,2,5,60,5,18,34,20,16,18,15,7,40,0,1,1,12,9,3,1,16,0,0,0,0,0,30,4.3,36,54,-6,-5,-6,0,0,0,0,1,0,0,0,0,0,2,0,0,170,4,Music Streaming,Web,Web,3,40,50,10,7,0,0,Casual User,Low,0
C1082,Siddharth Malhotra,22,Male,Goa,India,2023-12-07,34,Free,Active,2026-05-28,2026-06-27,0,None,No,9,9,23,44,16.9,430.9,150,105,45,Synthwave,The Midnight Walkers,3,14,40,3,11,32,10,10,30,19,8,36,0,2,1,7,10,3,1,11,0,0,0,0,0,30,4.5,41,58,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Podcasts,Mobile,Mobile,2,70,20,10,3,0,0,Casual User,Low,0
C1083,Sneha Reddy,51,Female,Kolkata,India,2025-01-30,20,Student,Active,2026-03-31,2026-04-30,59,UPI,Yes,7,6,29,31,15,225,169,124,45,Indie Rock,Kavita Sundaram,3,3,110,9,9,26,13,6,20,14,10,57,0,2,1,12,18,2,1,15,0,0,0,0,0,30,4.2,38,56,8,7,7,1,0,1.2,37,2,0,0,0,0,0,2,0,0,56,4,Audiobooks,Web,Web,4,40,50,10,6,2,0,Casual User,Low,0
C1084,Vikram Reddy,38,Male,Goa,India,2023-12-07,34,Free,Active,2026-01-27,2026-02-26,0,None,No,9,9,35,21,12.3,313.7,159,140,19,Acoustic Folk,Kavita Sundaram,1,11,57,5,9,24,7,7,42,10,12,17,0,0,0,4,7,2,0,6,0,0,0,0,0,26,4.3,44,57,-4,-4,-3,0,0,0,0,0,0,0,0,0,0,2,0,0,93,4,Playlists,Tablet,Tablet,4,30,10,60,0,0,0,Casual User,Low,0
C1085,Manish Malhotra,24,Male,Chandigarh,India,2024-01-06,33,Free,Active,2026-07-03,2026-08-02,0,None,No,9,9,17,35,9.9,245,147,116,31,Cyberpunk Bass,Solaris Project,2,13,107,9,6,14,8,6,14,10,6,20,0,1,1,5,6,2,1,8,0,0,0,0,0,25,4.5,29,55,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Search,Tablet,Tablet,4,30,10,60,8,0,0,Casual User,Low,0
C1086,Rahul Sengupta,52,Male,Hyderabad,India,2024-06-04,28,Student,Active,2025-12-05,2026-01-04,59,UPI,Yes,14,14,13,29,6.3,132.3,146,116,30,Pop Melodic,Aetheria,1,6,104,8,11,30,10,15,16,24,5,8,0,0,0,7,5,4,0,11,0,0,0,0,0,29,4.3,41,65,4,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0,86,4,Podcasts,Desktop,Desktop,4,25,65,10,0,0,0,Casual User,Low,1
C1087,Sameer Sengupta,40,Male,Kolkata,India,2026-01-25,8,Free,Active,2026-02-01,2026-03-03,0,None,No,9,9,34,44,24.9,149.4,243,203,40,Lo-Fi Chill,Solaris Project,3,13,51,4,5,16,5,4,35,13,12,24,0,2,1,5,8,2,1,8,0,0,0,0,0,37,3.9,40,28,20,23,19,1,0,2.2,67,1,0,0,0,0,0,2,0,0,23,4,Recommendations,Desktop,Desktop,2,25,65,10,4,2,0,Casual User,Low,0
C1088,Rohan Chatterjee,40,Male,Jaipur,India,2025-09-27,12,Free,Active,2025-12-27,2026-01-26,0,None,No,7,7,25,39,16.3,146.7,86,53,33,Cyberpunk Bass,Neon Mirage,4,1,93,7,9,16,8,4,13,12,9,40,1,2,2,3,2,2,2,7,0,0,0,0,0,23,4.4,32,28,8,8,6,0,0,0,0,0,0,0,0,0,0,2,0,0,146,4,Podcasts,Mobile,Mobile,4,70,20,10,3,0,0,Casual User,Low,0
C1089,Manish Patel,37,Male,Chandigarh,India,2024-06-04,28,Student,Active,2026-02-25,2026-03-27,59,UPI,Yes,17,17,19,44,13.9,291.9,95,59,36,Pop Melodic,Kavita Sundaram,3,2,58,5,14,27,14,11,11,17,7,66,0,2,1,14,22,3,1,18,0,0,0,0,0,38,4.2,47,68,-10,-11,-8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,Social,Mobile,Mobile,3,70,20,10,6,0,0,New User,Low,0
C1090,Reyansh Mehta,45,Male,Delhi NCR,India,2026-01-25,8,Student,Trial,2026-02-03,2026-03-05,59,UPI,Yes,12,10,15,33,8.3,49.8,189,154,35,Chillstep,The Midnight Walkers,4,8,26,2,8,14,7,4,21,9,5,60,1,2,2,4,7,1,2,7,0,0,0,0,0,28,4.5,29,40,6,5,5,0,0,0,0,1,0,0,0,0,0,2,0,0,27,5,Podcasts,Desktop,Desktop,1,25,65,10,2,0,0,New User,Low,0
C1091,Pranav Kulkarni,41,Male,Mumbai,India,2024-07-04,27,Student,Trial,2026-03-12,2026-04-11,59,UPI,Yes,18,17,22,24,8.8,178.2,107,71,36,Synthwave,Neon Mirage,5,11,87,7,7,22,7,6,22,17,8,50,1,3,2,3,4,3,2,8,0,0,0,0,0,31,4.5,47,65,-12,-13,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Playlists,Mobile,Mobile,4,70,20,10,5,0,0,New User,Low,0
C1092,Deepika Sharma,26,Female,Kochi,India,2026-05-25,4,Student,Trial,2026-03-13,2026-04-12,59,UPI,Yes,18,18,31,37,19.1,57.3,183,147,36,Deep House,Prism Horizon,5,14,77,6,12,35,21,7,33,16,11,70,1,3,2,4,5,3,2,9,0,0,0,0,0,41,4.3,60,39,15,18,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,Recommendations,Desktop,Desktop,2,25,65,10,5,1,0,New User,Low,0
C1093,Rahul Reddy,46,Male,Kolkata,India,2024-10-02,24,Free,Trial,2026-09-02,2026-10-02,0,None,No,14,14,20,41,13.7,246.6,169,153,16,Lo-Fi Chill,Prism Horizon,3,14,85,7,12,17,9,8,23,13,7,45,0,2,1,18,25,2,1,21,0,0,0,0,0,39,3.9,39,49,14,16,12,1,0,1.5,14,2,0,0,0,0,0,1,0,0,42,4,Social,Tablet,Tablet,4,30,10,60,2,0,0,New User,Low,0
C1094,Arun Venkatesh,29,Male,Bengaluru,India,2025-08-28,13,Student,Active,2026-09-13,2026-10-13,59,Debit Card,Yes,3,6,9,18,2.7,26.3,31,3,28,Deep House,RetroWave Orchestra,0,3,25,2,2,10,5,4,5,6,3,0,0,0,0,2,1,1,0,3,0,0,0,0,0,7,1.2,18,39,-42,-45,-41,5,1,2.4,82,5,7,4,1,1,5,1,0,1,32,1,Recommendations,Desktop,Desktop,4,25,65,10,16,3,1,At Risk,High,1
C1095,Ishita Bhatia,38,Female,Goa,India,2024-02-05,32,Student,Active,2026-01-21,2026-02-20,59,Wallet,Yes,8,4,9,23,3.5,84,43,8,35,Synthwave,Solaris Project,0,12,9,1,2,5,2,2,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.2,13,64,-54,-53,-39,5,2,2.8,58,5,12,4,1,1,5,3,0,0,114,1,Recommendations,Mobile,Mobile,3,70,20,10,14,0,1,At Risk,High,1
C1096,Ayesha Chopra,18,Female,Kolkata,India,2024-10-02,24,Student,Cancelled,2026-02-06,2026-03-08,59,Wallet,No,3,6,8,21,2.8,50.4,38,21,17,Pop Melodic,RetroWave Orchestra,0,8,8,1,1,7,2,2,11,5,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,1.2,16,52,-32,-30,-35,5,2,2.8,79,6,8,4,1,1,5,1,0,1,110,1,Audiobooks,Mobile,Mobile,3,70,20,10,21,0,1,At Risk,High,1
C1097,Shreya Mehta,37,Female,Ahmedabad,India,2026-05-25,4,Premium,Active,2026-02-27,2026-03-29,119,Debit Card,Yes,5,7,5,24,2,6,40,9,31,Ambient Space,Solaris Project,0,9,29,2,1,2,1,1,3,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,1.3,13,28,-26,-25,-19,4,1,5.8,28,4,7,2,2,0,3,3,0,1,85,1,Playlists,Tablet,Tablet,4,30,10,60,23,0,0,At Risk,High,1
C1098,Meera Singhania,46,Female,Hyderabad,India,2024-01-06,33,Free,Cancelled,2025-12-27,2026-01-26,0,Credit Card,No,4,2,5,14,1.2,29.7,57,25,32,Pop Melodic,Lunar Echoes,1,10,12,1,5,1,0,0,4,1,2,11,0,0,0,5,10,0,0,5,0,0,0,0,0,9,1.5,8,49,-61,-63,-67,3,3,1.7,45,4,0,0,0,0,0,3,0,0,127,2,Audiobooks,Web,Web,4,40,50,10,30,0,0,Churned User,High,1
C1099,Pooja Chopra,20,Female,Chennai,India,2023-11-07,35,Student,Cancelled,2025-12-09,2026-01-08,0,Wallet,No,3,1,6,19,1.9,49.9,61,39,22,Ambient Space,RetroWave Orchestra,0,5,29,2,5,10,3,3,4,5,2,0,0,0,0,5,8,1,0,6,0,0,0,0,0,10,1.2,10,67,-54,-47,-42,5,1,3.6,11,5,12,4,3,1,5,2,0,1,91,1,Music Streaming,Mobile,Mobile,3,70,20,10,53,0,1,Churned User,High,1
C1100,Aditya Venkatesh,46,Male,Ahmedabad,India,2024-08-03,26,Student,Cancelled,2026-04-17,2026-05-17,0,Wallet,No,2,2,9,10,1.5,29.3,35,9,26,Chillstep,Velvet Dusk,1,7,13,1,3,8,5,4,5,3,3,18,0,0,0,2,3,0,0,2,0,0,0,0,0,5,2,12,54,-56,-50,-55,3,1,5.4,61,3,14,1,1,1,2,2,0,1,43,2,Search,Mobile,Mobile,1,70,20,10,53,0,0,Churned User,High,1
